"Freq [GHz]","re(S(1 2)) []","im(S(1 2)) []"
7.9694,-0.934652352063181,-0.227959363749825
7.9695,-0.934701293478136,-0.22773252689225
7.9696,-0.934750175032373,-0.227505602855035
7.9697,-0.934798996647115,-0.227278591240956
7.9698,-0.934847758243007,-0.227051491650027
7.9699,-0.934896459740113,-0.226824303679483
7.97,-0.934945101057909,-0.22659702692375
7.9701,-0.934993682115275,-0.226369660974419
7.9702,-0.935042202830496,-0.226142205420232
7.9703,-0.93509066312125,-0.225914659847047
7.9704,-0.935139062904608,-0.22568702383782
7.9705,-0.935187402097022,-0.225459296972578
7.9706,-0.935235680614327,-0.225231478828389
7.9707,-0.935283898371728,-0.22500356897935
7.9708,-0.9353320552838,-0.224775566996544
7.9709,-0.935380151264477,-0.224547472448028
7.971,-0.935428186227049,-0.2243192848988
7.9711,-0.935476160084159,-0.224091003910775
7.9712,-0.935524072747788,-0.223862629042756
7.9713,-0.935571924129259,-0.223634159850409
7.9714,-0.935619714139225,-0.223405595886235
7.9715,-0.935667442687662,-0.223176936699541
7.9716,-0.935715109683866,-0.222948181836417
7.9717,-0.935762715036445,-0.222719330839701
7.9718,-0.935810258653315,-0.222490383248955
7.9719,-0.935857740441686,-0.222261338600435
7.972,-0.935905160308064,-0.222032196427062
7.9721,-0.93595251815824,-0.221802956258396
7.9722,-0.935999813897285,-0.221573617620595
7.9723,-0.936047047429541,-0.221344180036399
7.9724,-0.936094218658613,-0.221114643025094
7.9725,-0.936141327487369,-0.220885006102478
7.9726,-0.936188373817924,-0.220655268780835
7.9727,-0.936235357551639,-0.220425430568901
7.9728,-0.936282278589109,-0.220195490971834
7.9729,-0.936329136830162,-0.219965449491178
7.973,-0.936375932173844,-0.219735305624838
7.9731,-0.93642266451842,-0.21950505886704
7.9732,-0.936469333761356,-0.219274708708302
7.9733,-0.93651593979932,-0.219044254635401
7.9734,-0.936562482528172,-0.218813696131336
7.9735,-0.936608961842954,-0.218583032675295
7.9736,-0.936655377637884,-0.218352263742624
7.9737,-0.936701729806345,-0.218121388804792
7.9738,-0.936748018240885,-0.217890407329342
7.9739,-0.936794242833195,-0.217659318779879
7.974,-0.936840403474115,-0.217428122616014
7.9741,-0.936886500053616,-0.217196818293342
7.9742,-0.936932532460796,-0.21696540526339
7.9743,-0.936978500583868,-0.216733882973596
7.9744,-0.937024404310156,-0.216502250867258
7.9745,-0.937070243526081,-0.216270508383505
7.9746,-0.937116018117155,-0.216038654957253
7.9747,-0.937161727967973,-0.215806690019169
7.9748,-0.9372073729622,-0.215574612995632
7.9749,-0.937252952982565,-0.215342423308691
7.975,-0.937298467910851,-0.215110120376025
7.9751,-0.937343917627883,-0.214877703610904
7.9752,-0.937389302013523,-0.21464517242215
7.9753,-0.937434620946656,-0.214412526214091
7.9754,-0.937479874305184,-0.214179764386516
7.9755,-0.937525061966011,-0.213946886334642
7.9756,-0.937570183805037,-0.213713891449067
7.9757,-0.937615239697148,-0.213480779115724
7.9758,-0.937660229516203,-0.213247548715837
7.9759,-0.937705153135025,-0.213014199625882
7.976,-0.937750010425389,-0.212780731217537
7.9761,-0.937794801258017,-0.212547142857636
7.9762,-0.937839525502557,-0.212313433908128
7.9763,-0.937884183027581,-0.212079603726025
7.9764,-0.937928773700571,-0.211845651663359
7.9765,-0.937973297387907,-0.211611577067131
7.9766,-0.938017753954854,-0.211377379279267
7.9767,-0.938062143265555,-0.211143057636566
7.9768,-0.938106465183015,-0.210908611470651
7.9769,-0.938150719569094,-0.210674040107924
7.977,-0.938194906284489,-0.210439342869502
7.9771,-0.938239025188727,-0.210204519071186
7.9772,-0.938283076140148,-0.209969568023395
7.9773,-0.9383270589959,-0.209734489031117
7.9774,-0.938370973611916,-0.20949928139386
7.9775,-0.938414819842913,-0.209263944405592
7.9776,-0.938458597542368,-0.209028477354692
7.9777,-0.938502306562514,-0.208792879523898
7.9778,-0.938545946754321,-0.208557150190244
7.9779,-0.938589517967484,-0.208321288625007
7.978,-0.938633020050413,-0.208085294093653
7.9781,-0.938676452850212,-0.20784916585578
7.9782,-0.938719816212673,-0.207612903165055
7.9783,-0.938763109982256,-0.20737650526916
7.9784,-0.938806334002079,-0.207139971409731
7.9785,-0.938849488113901,-0.2069033008223
7.9786,-0.938892572158108,-0.206666492736226
7.9787,-0.938935585973697,-0.206429546374648
7.9788,-0.938978529398264,-0.206192460954409
7.9789,-0.939021402267987,-0.205955235686003
7.979,-0.93906420441761,-0.205717869773503
7.9791,-0.939106935680429,-0.205480362414504
7.9792,-0.939149595888273,-0.205242712800051
7.9793,-0.939192184871494,-0.205004920114581
7.9794,-0.939234702458945,-0.204766983535845
7.9795,-0.939277148477965,-0.204528902234853
7.9796,-0.939319522754366,-0.204290675375795
7.9797,-0.93936182511241,-0.204052302115977
7.9798,-0.939404055374797,-0.203813781605751
7.9799,-0.939446213362645,-0.203575112988443
7.98,-0.939488298895477,-0.203336295400277
7.9801,-0.939530311791194,-0.203097327970311
7.9802,-0.939572251866067,-0.202858209820354
7.9803,-0.939614118934712,-0.202618940064898
7.9804,-0.939655912810077,-0.202379517811038
7.9805,-0.939697633303416,-0.202139942158405
7.9806,-0.939739280224278,-0.201900212199071
7.9807,-0.939780853380484,-0.201660327017487
7.9808,-0.939822352578104,-0.201420285690397
7.9809,-0.939863777621446,-0.201180087286758
7.981,-0.939905128313027,-0.200939730867659
7.9811,-0.939946404453559,-0.200699215486237
7.9812,-0.939987605841925,-0.200458540187597
7.9813,-0.940028732275159,-0.200217704008725
7.9814,-0.940069783548425,-0.199976705978403
7.9815,-0.940110759454998,-0.199735545117123
7.9816,-0.940151659786239,-0.199494220436999
7.9817,-0.940192484331572,-0.199252730941678
7.9818,-0.940233232878466,-0.199011075626246
7.9819,-0.94027390521241,-0.198769253477149
7.982,-0.940314501116891,-0.198527263472084
7.9821,-0.940355020373367,-0.198285104579921
7.9822,-0.940395462761251,-0.198042775760598
7.9823,-0.940435828057878,-0.19780027596503
7.9824,-0.940476116038489,-0.197557604135008
7.9825,-0.940516326476202,-0.197314759203108
7.9826,-0.940556459141987,-0.197071740092583
7.9827,-0.940596513804643,-0.196828545717265
7.9828,-0.940636490230771,-0.196585174981464
7.9829,-0.940676388184747,-0.196341626779867
7.983,-0.9407162074287,-0.196097899997425
7.9831,-0.940755947722478,-0.195853993509254
7.9832,-0.940795608823629,-0.195609906180523
7.9833,-0.940835190487367,-0.195365636866353
7.9834,-0.940874692466549,-0.195121184411686
7.9835,-0.940914114511644,-0.194876547651202
7.9836,-0.940953456370704,-0.194631725409182
7.9837,-0.940992717789337,-0.194386716499404
7.9838,-0.941031898510676,-0.194141519725023
7.9839,-0.94107099827535,-0.193896133878455
7.984,-0.941110016821454,-0.193650557741254
7.9841,-0.941148953884515,-0.193404790083995
7.9842,-0.941187809197467,-0.193158829666146
7.9843,-0.941226582490612,-0.192912675235948
7.9844,-0.941265273491594,-0.192666325530287
7.9845,-0.941303881925362,-0.192419779274568
7.9846,-0.941342407514142,-0.192173035182577
7.9847,-0.941380849977395,-0.191926091956363
7.9848,-0.941419209031794,-0.191678948286092
7.9849,-0.941457484391181,-0.191431602849922
7.985,-0.941495675766534,-0.191184054313855
7.9851,-0.941533782865932,-0.190936301331611
7.9852,-0.941571805394521,-0.190688342544479
