"extra_lon [mm]","Sub_xoff [mm]","Freq [GHz]","re(S(1 2)) []","im(S(1 2)) []"
0,1,7.91729323308271,-0.89853713141575,-0.223096572305505
0,1,7.9203007518797,-0.900008599457964,-0.217150243315245
0,1,7.92330827067669,-0.901439566723954,-0.211198807176293
0,1,7.92631578947368,-0.902830062687881,-0.205242520810395
0,1,7.92932330827068,-0.904180117131971,-0.199281634522223
0,1,7.93233082706767,-0.90548976193282,-0.193316403951513
0,1,7.93533834586466,-0.906759029734316,-0.187347081325925
0,1,7.93834586466165,-0.907987954615761,-0.181373919491584
0,1,7.94135338345865,-0.909176572069212,-0.175397171813111
0,1,7.94436090225564,-0.910324918693042,-0.169417090254391
0,1,7.94736842105263,-0.911433032328901,-0.163433926323731
0,1,7.95037593984962,-0.91250095234971,-0.157447932350885
0,1,7.95338345864662,-0.913528719226391,-0.151459359251453
0,1,7.95639097744361,-0.914516374440958,-0.14546845637021
0,1,7.9593984962406,-0.915463961520462,-0.139475475988404
0,1,7.96240601503759,-0.9163715247005,-0.133480667315127
0,1,7.96541353383459,-0.917239109211488,-0.12748427785073
0,1,7.96842105263158,-0.918066762591983,-0.121486558943851
0,1,7.97142857142857,-0.918854532506526,-0.11548775656594
0,1,7.97443609022556,-0.91960246877673,-0.109488119718854
0,1,7.97744360902256,-0.920310622309078,-0.103487896087598
0,1,7.98045112781955,-0.920979044804876,-0.0974873308183733
0,1,7.98345864661654,-0.921607790044987,-0.0914866716456003
0,1,7.98646616541353,-0.922196912276751,-0.0854861626146628
0,1,7.98947368421053,-0.922746467477335,-0.0794860488164379
0,1,7.99248120300752,-0.92325651291895,-0.0734865749207639
0,1,7.99548872180451,-0.923727107259503,-0.0674879851519791
0,1,7.9984962406015,-0.92415830956865,-0.0614905204433421
0,1,8.0015037593985,-0.924550181478989,-0.0554944251989701
0,1,8.00451127819549,-0.924902784561697,-0.0494999391353571
0,1,8.00751879699248,-0.92521618310145,-0.0435073055477219
0,1,8.01052631578947,-0.925490441112162,-0.0375167626172495
0,1,8.01353383458647,-0.925725624758099,-0.031528550512741
0,1,8.01654135338346,-0.925921801339992,-0.0255429083245786
0,1,8.01954887218045,-0.926079039260886,-0.0195600740789613
0,1,8.02255639097744,-0.92619740847976,-0.0135802859894973
0,1,8.02556390977444,-0.926276979338257,-0.0076037791564238
0,1,8.02857142857143,-0.926317824366045,-0.00163079059169446
0,1,8.03157894736842,-0.926320016520248,0.00433844546427559
0,1,8.03458646616541,-0.926283631119172,0.0103036927513645
0,1,8.03759398496241,-0.926208742853196,0.0162647202997332
0,1,8.0406015037594,-0.926095430006845,0.0222212919778898
0,1,8.04360902255639,-0.925943769289449,0.0281731792523138
0,1,8.04661654135338,-0.925753841155752,0.034120148228057
0,1,8.04962406015038,-0.925525725315131,0.0400619703313635
0,1,8.05263157894737,-0.92525950412621,0.0459984144388417
0,1,8.05563909774436,-0.924955259760842,0.0519292533072439
0,1,8.05864661654135,-0.924613077391199,0.0578542564951554
0,1,8.06165413533835,-0.924233040906558,0.0637731996620391
0,1,8.06466165413534,-0.923815237143972,0.0696858554990507
0,1,8.06766917293233,-0.92335975431525,0.075591997023079
0,1,8.07067669172932,-0.922866680160395,0.0814914015705826
0,1,8.07368421052632,-0.922336104492724,0.0873838452977263
0,1,8.07669172932331,-0.921768118896378,0.0932691039535251
0,1,8.0796992481203,-0.921162814599693,0.0991469571955366
0,1,8.08270676691729,-0.920520285250988,0.105017182869213
0,1,8.08571428571429,-0.919840624864959,0.110879561262688
0,1,8.08872180451128,-0.919123928663413,0.116733873244189
0,1,8.09172932330827,-0.91837029352001,0.122579899617328
0,1,8.09473684210526,-0.917579816911075,0.12841742301727
0,1,8.09774436090226,-0.91675259706162,0.13424622753189
0,1,8.10075187969925,-0.915888733528686,0.140066097695475
0,1,8.10375939849624,-0.914988327761735,0.145876817560249
0,1,8.10676691729323,-0.914051481063109,0.151678174188961
0,1,8.10977443609023,-0.913078296608763,0.157469954180844
0,1,8.11278195488722,-0.912068877823686,0.16325194637998
0,1,8.11578947368421,-0.911023330107509,0.169023939045351
0,1,8.1187969924812,-0.909941759596043,0.17478572191013
0,1,8.1218045112782,-0.90882427283809,0.180537086599637
0,1,8.12481203007519,-0.90767097807484,0.186277824655579
0,1,8.12781954887218,-0.906481984406759,0.192007728782551
0,1,8.13082706766917,-0.905257402332463,0.197726592125638
0,1,8.13383458646616,-0.903997341740481,0.203434211146008
0,1,8.13684210526316,-0.902701915906132,0.209130379759697
0,1,8.13984962406015,-0.901371237599038,0.21481489505227
0,1,8.14285714285714,-0.900005419582177,0.220487556472438
0,1,8.14586466165414,-0.898604578551221,0.226148160258352
0,1,8.14887218045113,-0.897168829862535,0.231796506901836
0,1,8.15187969924812,-0.895698290151672,0.237432397410874
0,1,8.15488721804511,-0.894193077746659,0.243055632778967
0,1,8.1578947368421,-0.892653310920558,0.248666016367646
0,1,8.1609022556391,-0.891079109717321,0.254263351389533
0,1,8.16390977443609,-0.889470594773314,0.259847442542434
0,1,8.16691729323308,-0.887827887461621,0.265418095741225
0,1,8.16992481203008,-0.886151110857291,0.270975116948038
0,1,8.17293233082707,-0.884440388075161,0.276518314232474
0,1,8.17593984962406,-0.88269584219385,0.282047497831779
0,1,8.17894736842105,-0.880917600446218,0.287562474956012
0,1,8.18195488721805,-0.879105788035572,0.293063057452482
0,1,8.18496240601504,-0.877260532072774,0.298549056975954
0,1,8.18796992481203,-0.875381959798683,0.30402028701156
0,1,8.19097744360902,-0.873470201080604,0.309476560122641
0,1,8.19398496240601,-0.871525383686017,0.314917693254519
0,1,8.19699248120301,-0.869547639413288,0.320343500732099
0,1,8.2,-0.867537099695409,0.325753799363359
0,1,8.20300751879699,-0.865493895247886,0.331148408737928
0,1,8.20601503759398,-0.863418160883087,0.336527145813166
0,1,8.20902255639098,-0.861310028334712,0.341889832944502
0,1,8.21203007518797,-0.859169633541864,0.347236289828538
0,1,8.21503759398496,-0.856997111385794,0.352566339222083
0,1,8.21804511278195,-0.854792598248194,0.357879804206122
0,1,8.22105263157895,-0.852556230810304,0.363176509450576
0,1,8.22406015037594,-0.850288146282731,0.368456280897288
0,1,8.22706766917293,-0.847988484212952,0.373718944031431
0,1,8.23007518796993,-0.845657383452541,0.378964326883571
0,1,8.23308270676692,-0.843294983702189,0.384192258430881
0,1,8.23609022556391,-0.840901426126263,0.38940256803915
0,1,8.2390977443609,-0.838476851934715,0.394595086842286
0,1,8.2421052631579,-0.836021404184323,0.399769646003236
0,1,8.24511278195489,-0.833535224713276,0.404926079607639
0,1,8.24812030075188,-0.831018458731977,0.410064220332613
0,1,8.25112781954887,-0.828471249532726,0.415183904414802
0,1,8.25413533834586,-0.825893742552329,0.420284967846906
0,1,8.25714285714286,-0.823286084107696,0.425367247535425
0,1,8.26015037593985,-0.820648419146029,0.430430583331754
0,1,8.26315789473684,-0.817980897792009,0.435474812243097
0,1,8.26616541353383,-0.815283665307287,0.440499777172826
0,1,8.26917293233083,-0.812556872389143,0.445505318068402
0,1,8.27218045112782,-0.809800666952696,0.450491278867209
0,1,8.27518796992481,-0.807015199229889,0.455457503219292
0,1,8.2781954887218,-0.804200620490634,0.460403835590435
0,1,8.2812030075188,-0.801357081846198,0.465330122171347
0,1,8.28421052631579,-0.798484734464619,0.470236210762447
0,1,8.28721804511278,-0.795583731239229,0.475121949365786
0,1,8.29022556390978,-0.792654225725314,0.479987187050453
0,1,8.29323308270677,-0.78969637167588,0.484831774377019
0,1,8.29624060150376,-0.786710322539924,0.48965556366845
0,1,8.29924812030075,-0.783696235290781,0.494458406167402
0,1,8.30225563909774,-0.780654263309093,0.499240157336377
0,1,8.30526315789474,-0.777584565047476,0.504000670479684
0,1,8.30827067669173,-0.774487294494434,0.508739803670761
0,1,8.31127819548872,-0.771362612107117,0.513457411863051
0,1,8.31428571428571,-0.768210673379453,0.518153355046757
0,1,8.31729323308271,-0.765031638499175,0.522827491430195
0,1,8.3203007518797,-0.761825665101826,0.527479682516886
0,1,8.32330827067669,-0.758592914963274,0.532109788447193
0,1,8.32631578947368,-0.75533354596758,0.536717673495679
0,1,8.32932330827068,-0.752047719029858,0.541303201363133
0,1,8.33233082706767,-0.748735597116408,0.545866235858238
0,1,8.33533834586466,-0.745397340638732,0.550406643981527
0,1,8.33834586466165,-0.742033112110021,0.554924292755854
0,1,8.34135338345865,-0.738643074772482,0.5594190502392
0,1,8.34436090225564,-0.735227391228825,0.563890786299706
0,1,8.34736842105263,-0.731786225644241,0.568339371271622
0,1,8.35037593984962,-0.728319741861485,0.572764677104001
0,1,8.35338345864662,-0.724828104962444,0.577166576429634
0,1,8.35639097744361,-0.721311480642981,0.581544942904899
0,1,8.3593984962406,-0.717770033467776,0.585899652224076
0,1,8.36240601503759,-0.714203931210645,0.590230579707634
0,1,8.36541353383459,-0.710613338820709,0.594537603567513
0,1,8.36842105263158,-0.706998424408359,0.598820601683947
0,1,8.37142857142857,-0.703359355392981,0.603079453656404
0,1,8.37443609022556,-0.699696298661653,0.60731404072536
0,1,8.37744360902256,-0.696009424047324,0.611524243941872
0,1,8.38045112781955,-0.692298899288463,0.615709946796875
0,1,8.38345864661654,-0.688564894282673,0.619871032979608
0,1,8.38646616541353,-0.684807578235782,0.624007387910727
0,1,8.38947368421053,-0.68102712154877,0.628118897710921
0,1,8.39248120300752,-0.677223694058999,0.63220545009927
0,1,8.39548872180451,-0.673397467490077,0.636266933210468
0,1,8.3984962406015,-0.669548611754004,0.640303237342462
0,1,8.4015037593985,-0.665677298616602,0.644314253196201
0,1,8.40451127819549,-0.661783701202888,0.648299872180037
0,1,8.40751879699248,-0.657867990811802,0.652259987817992
0,1,8.41052631578947,-0.653930340112377,0.656194494289225
0,1,8.41353383458646,-0.649970922673907,0.660103286675821
0,1,8.41654135338346,-0.645989911136444,0.663986261724561
0,1,8.41954887218045,-0.641987479961353,0.667843316672753
0,1,8.42255639097744,-0.637963802074637,0.671674350672527
0,1,8.42556390977444,-0.63391905229659,0.675479263339282
0,1,8.42857142857143,-0.629853405747786,0.679257955424425
0,1,8.43157894736842,-0.625767036642708,0.683010329304947
0,1,8.43458646616541,-0.621660120584903,0.68673628801694
0,1,8.43759398496241,-0.617532832907191,0.690435735983809
0,1,8.4406015037594,-0.613385350221614,0.694108578340698
0,1,8.44360902255639,-0.609217846963847,0.697754722289431
0,1,8.44661654135338,-0.605030502038605,0.701374074593382
0,1,8.44962406015038,-0.600823489557386,0.70496654498897
0,1,8.45263157894737,-0.596596988416296,0.708532042718346
0,1,8.45563909774436,-0.592351173809592,0.712070479492156
0,1,8.45864661654135,-0.588086225374476,0.715581766764178
0,1,8.46165413533835,-0.583802318969756,0.719065818422959
0,1,8.46466165413534,-0.579499634474022,0.722522548215728
0,1,8.46766917293233,-0.575178348614153,0.725951872175819
0,1,8.47067669172932,-0.570838639529871,0.729353706969521
0,1,8.47368421052632,-0.566480686853535,0.732727970073861
0,1,8.47669172932331,-0.562104668195426,0.736074580684785
0,1,8.4796992481203,-0.557710764459876,0.739393458278131
0,1,8.48270676691729,-0.553299153163349,0.742684524427028
0,1,8.48571428571429,-0.548870014144132,0.745947701212188
0,1,8.48872180451128,-0.5444235282241,0.749182911652917
0,1,8.49172932330827,-0.539959873352937,0.752390080654527
0,1,8.49473684210526,-0.535479230964484,0.755569133396115
0,1,8.49774436090226,-0.530981780846291,0.758719996616844
0,1,8.50075187969925,-0.526467702268286,0.761842598328304
0,1,8.50375939849624,-0.521937177909928,0.764936866876514
0,1,8.50676691729323,-0.517390385883685,0.768002732796184
0,1,8.50977443609023,-0.51282750876781,0.771040126770682
0,1,8.51278195488722,-0.508248727410231,0.774048980991397
0,1,8.51578947368421,-0.503654221762506,0.777029228973678
0,1,8.5187969924812,-0.49904417437142,0.779980804809008
0,1,8.5218045112782,-0.494418764929654,0.782903644295764
0,1,8.52481203007519,-0.489778176828708,0.785797683637171
0,1,8.52781954887218,-0.485122589966643,0.788662860810001
0,1,8.53082706766917,-0.480452187869567,0.791499114248234
0,1,8.53383458646617,-0.475767150356084,0.794306384168044
0,1,8.53684210526316,-0.471067660262003,0.797084611346986
0,1,8.53984962406015,-0.466353898679125,0.799833737943823
0,1,8.54285714285714,-0.461626049241838,0.802553706879529
0,1,8.54586466165413,-0.45688429289772,0.805244462546045
0,1,8.54887218045113,-0.452128811551743,0.807905950281487
0,1,8.55187969924812,-0.447359788559835,0.810538116337124
0,1,8.55488721804511,-0.442577405792173,0.813140908258176
0,1,8.55789473684211,-0.43778184482344,0.81571427471398
0,1,8.5609022556391,-0.432973289179438,0.818258165198229
0,1,8.56390977443609,-0.428151920171891,0.820772530590027
0,1,8.56691729323308,-0.423317921420659,0.823257322553204
0,1,8.56992481203008,-0.418471474643661,0.82571249406581
0,1,8.57293233082707,-0.413612763302643,0.828137998989108
0,1,8.57593984962406,-0.408741969700379,0.830533792399913
0,1,8.57894736842105,-0.403859274462118,0.83289983054202
0,1,8.58195488721804,-0.398964863919656,0.835236070303253
0,1,8.58496240601504,-0.394058917713596,0.837542470152275
0,1,8.58796992481203,-0.3891416186704,0.839818989363011
0,1,8.59097744360902,-0.38421315054197,0.842065588240147
0,1,8.59398496240602,-0.379273695987296,0.844282228234076
0,1,8.59699248120301,-0.374323436346255,0.846468871888457
0,1,8.6,-0.369362554947718,0.848625482730764
0,1.05,7.4,-0.0916056135918884,-0.91406852956285
0,1.05,7.40300751879699,-0.0986517345553726,-0.913445803199149
0,1.05,7.40601503759398,-0.105685716466489,-0.912768592507817
0,1.05,7.40902255639098,-0.112707185144673,-0.912037106931927
0,1.05,7.41203007518797,-0.11971576956801,-0.911251557169775
0,1.05,7.41503759398496,-0.126711102366559,-0.910412154821438
0,1.05,7.41804511278195,-0.133692818346018,-0.909519113212404
0,1.05,7.42105263157895,-0.140660556448395,-0.908572646178763
0,1.05,7.42406015037594,-0.147613958094057,-0.907572969004374
0,1.05,7.42706766917293,-0.15455266828296,-0.906520297696792
0,1.05,7.43007518796992,-0.161476334817892,-0.905414849413795
0,1.05,7.43308270676692,-0.168384608975752,-0.904256841983467
0,1.05,7.43609022556391,-0.175277145309547,-0.903046493958523
0,1.05,7.4390977443609,-0.182153601259952,-0.901784024815264
0,1.05,7.4421052631579,-0.189013637857398,-0.900469654422503
0,1.05,7.44511278195489,-0.195856918924996,-0.89910360350916
0,1.05,7.44812030075188,-0.202683112024666,-0.897686092951927
0,1.05,7.45112781954887,-0.209491887567144,-0.896217344314705
0,1.05,7.45413533834586,-0.216282919494431,-0.89469757929564
0,1.05,7.45714285714286,-0.223055885032582,-0.893127019823264
0,1.05,7.46015037593985,-0.229810464763853,-0.891505887917022
0,1.05,7.46315789473684,-0.23654634246717,-0.889834405724628
0,1.05,7.46616541353383,-0.243263205721741,-0.88811279496885
0,1.05,7.46917293233083,-0.249960744852734,-0.886341277664661
0,1.05,7.47218045112782,-0.256638654214066,-0.884520075027232
0,1.05,7.47518796992481,-0.263296631457522,-0.882649407929972
0,1.05,7.4781954887218,-0.269934377817365,-0.880729496564783
0,1.05,7.4812030075188,-0.276551598218391,-0.878760560235333
0,1.05,7.48421052631579,-0.283148000809388,-0.876742817617017
0,1.05,7.48721804511278,-0.289723297898113,-0.874676485845327
0,1.05,7.49022556390977,-0.296277205392318,-0.872561780830206
0,1.05,7.49323308270677,-0.302809442988195,-0.870398916946808
0,1.05,7.49624060150376,-0.309319734294772,-0.868188106762557
0,1.05,7.49924812030075,-0.315807807001025,-0.865929560708068
0,1.05,7.50225563909774,-0.322273392683479,-0.863623487060515
0,1.05,7.50526315789474,-0.32871622723764,-0.861270091347247
0,1.05,7.50827067669173,-0.335136050935729,-0.858869576061156
0,1.05,7.51127819548872,-0.34153260827391,-0.856422140567561
0,1.05,7.51428571428571,-0.34790564850986,-0.853927980329259
0,1.05,7.51729323308271,-0.354254925613438,-0.851387286665838
0,1.05,7.5203007518797,-0.360580197983658,-0.848800246734248
0,1.05,7.52330827067669,-0.366881229922014,-0.846167041715705
0,1.05,7.52631578947368,-0.373157790377638,-0.843487847703267
0,1.05,7.52932330827068,-0.379409654284294,-0.84076283393473
0,1.05,7.53233082706767,-0.385636601933128,-0.837992162997102
0,1.05,7.53533834586466,-0.391838419995709,-0.835175989265413
0,1.05,7.53834586466165,-0.398014901799075,-0.832314458043383
0,1.05,7.54135338345865,-0.404165846925678,-0.829407705413042
0,1.05,7.54436090225564,-0.41029106290208,-0.826455855699815
0,1.05,7.54736842105263,-0.416390364457409,-0.82345902155285
0,1.05,7.55037593984962,-0.422463574995557,-0.820417301450987
0,1.05,7.55338345864662,-0.428510526477897,-0.817330778910477
0,1.05,7.55639097744361,-0.434531061070195,-0.814199519508546
0,1.05,7.5593984962406,-0.440525030654693,-0.811023570294665
0,1.05,7.56240601503759,-0.446492298934624,-0.807802955950842
0,1.05,7.56541353383459,-0.452432742201977,-0.804537676326235
0,1.05,7.56842105263158,-0.458346250083092,-0.801227703816968
0,1.05,7.57142857142857,-0.464232727235257,-0.797872979313028
0,1.05,7.57443609022556,-0.470092095347925,-0.794473407410792
0,1.05,7.57744360902256,-0.47592429462201,-0.791028851939253
0,1.05,7.58045112781955,-0.481729286123491,-0.787539129936288
0,1.05,7.58345864661654,-0.487507054251027,-0.784004004958506
