"high_res [mm]","Freq [GHz]","re(S(2 1)) []","im(S(2 1)) []"
3,8.93625,0.100826030382491,0.958447398127002
3,8.9475,0.120731128793566,0.956106353685718
3,8.95875,0.140556973255787,0.953355090259573
3,8.97,0.160295376463065,0.950196406000576
3,8.98125,0.179938240181032,0.946633250393368
3,8.9925,0.199477557714659,0.94266872175545
3,9.00375,0.218905416314113,0.938306064704358
3,9.015,0.238213999518438,0.933548667593128
3,9.02625,0.257395589436546,0.928400059915431
3,9.0375,0.276442568965139,0.922863909681797
3,9.04875,0.295347423943192,0.916944020768333
3,9.06,0.314102745242634,0.9106443302394
3,9.07125,0.332701230794951,0.903968905645701
3,9.0825,0.351135687553449,0.896921942299281
3,9.09375,0.369399033390972,0.889507760526917
3,9.105,0.387484298932883,0.881730802903431
3,9.11625,0.405384629325232,0.873595631466435
3,9.1275,0.423093285937987,0.865106924914038
3,9.13875,0.440603648003343,0.856269475787061
3,9.15,0.457909214189103,0.847088187637287
3,9.16125,0.47500360410722,0.837568072183294
3,9.1725,0.491880559757597,0.827714246455413
3,9.18375,0.508533946907341,0.817531929931331
3,9.195,0.524957756405673,0.807026441663884
3,9.20625,0.541146105434762,0.796203197402548
3,9.2175,0.557093238696802,0.785067706710135
3,9.22875,0.572793529537701,0.773625570076197
3,9.24,0.588241481007787,0.761882476028611
3,9.25125,0.603431726860007,0.749844198244786
3,9.2625,0.618359032486104,0.73751659266396
3,9.27375,0.633018295791347,0.724905594601979
3,9.285,0.647404548008403,0.712017215869949
3,9.29625,0.66151295445099,0.698857541898125
3,9.3075,0.675338815207992,0.685432728866378
3,9.31875,0.688877565778788,0.671749000842504
3,9.33,0.702124777650515,0.657812646929691
3,9.34125,0.715076158818104,0.643630018424323
3,9.3525,0.727727554247907,0.62920752598535
3,9.36375,0.740074946285794,0.614551636816364
3,9.375,0.752114455010627,0.599668871861482
3,9.38625,0.763842338534045,0.584565803016125
3,9.3975,0.775254993247511,0.569249050353722
3,9.40875,0.786348954017632,0.55372527936929
3,9.42,0.797120894330745,0.538001198240885
3,9.43125,0.807567626387831,0.52208355510974
3,9.4425,0.817686101150774,0.505979135380014
3,9.45375,0.827473408341071,0.489694759038889
3,9.465,0.836926776392086,0.473237277997761
3,9.47625,0.846043572355894,0.456613573455293
3,9.4875,0.854821301765906,0.439830553282861
3,9.49875,0.863257608456325,0.422895149433115
3,9.51,0.871350274339591,0.405814315372098
3,9.52125,0.879097219142957,0.38859502353548
3,9.5325,0.886496500105271,0.371244262809347
3,9.54375,0.893546311635158,0.353769036035905
3,9.555,0.900244984931662,0.33617635754451
3,9.56625,0.906590987568524,0.318473250708252
3,9.5775,0.912582923043158,0.30066674552639
3,9.58875,0.918219530291437,0.282763876232832
3,9.6,0.923499683169391,0.264771678930785
3,9.61125,0.928422389902858,0.246697189253739
3,9.6225,0.932986792506154,0.228547440052777
3,9.63375,0.937192166170798,0.210329459110298
3,9.645,0.941037918625287,0.192050266880087
3,9.65625,0.944523589466926,0.173716874253649
3,9.6675,0.947648849466652,0.155336280352787
3,9.67875,0.950413499847806,0.136915470348165
3,9.69,0.952817471539744,0.118461413303753
3,9.70125,0.954860824407164,0.0999810600469207
3,9.7125,0.95654374645599,0.0814813410638857
3,9.72375,0.957866553016615,0.0629691644203123
3,9.735,0.958829685905284,0.0444514137066524
3,9.74625,0.959433712564331,0.0259349460079834
3,9.7575,0.959679325181992,0.0074265898978906
3,9.76875,0.959567339792426,-0.0110668565439566
3,9.78,0.959098695356569,-0.0295386276909234
3,9.79125,0.9582744528244,-0.0479819923057402
3,9.8025,0.957095794179137,-0.0663902554543839
3,9.81375,0.955564021463871,-0.0847567603980761
3,9.825,0.953680555791055,-0.103074890463833
3,9.83625,0.951446936335283,-0.121338070894025
3,9.8475,0.948864819309671,-0.139539770675537
3,9.85875,0.945935976926199,-0.157673504348906
3,9.87,0.942662296340238,-0.175732833798053
3,9.88125,0.939045778579499,-0.193711370021078
3,9.8925,0.935088537457586,-0.211602774882577
3,9.90375,0.930792798472255,-0.229400762848059
3,9.915,0.926160897688497,-0.247099102700903
3,9.92625,0.921195280606455,-0.264691619242356
3,9.9375,0.915898501014179,-0.282172194975067
3,9.94875,0.910273219825185,-0.299534771770553
3,9.96,0.904322203900694,-0.316773352521131
3,9.97125,0.898048324856455,-0.333882002776652
3,9.9825,0.891454557853948,-0.35085485236648
3,9.99375,0.884543980375757,-0.367686097007126
3,10.005,0.877319770984884,-0.384369999895798
3,10.01625,0.869785208067675,-0.400900893290293
3,10.0275,0.861943668560065,-0.417273180075446
3,10.03875,0.853798626656757,-0.433481335316451
3,10.05,0.845353652502946,-0.449519907799242
3,10.06125,0.836612410868195,-0.465383521558126
3,10.0725,0.827578659801937,-0.481066877390871
3,10.08375,0.818256249270212,-0.496564754361257
3,10.095,0.808649119773046,-0.511872011289276
3,10.10625,0.79876130094202,-0.526983588228881
3,10.1175,0.788596910117422,-0.541894507933385
3,10.12875,0.778160150904436,-0.556599877308333
3,10.14,0.767455311707804,-0.571094888851785
3,10.15125,0.756486764244324,-0.585374822081837
3,10.1625,0.745258962032623,-0.599435044951133
3,10.17375,0.733776438859546,-0.613271015248116
3,10.185,0.722043807222578,-0.626878281984711
3,10.19625,0.710065756747676,-0.640252486769977
3,10.2075,0.697847052581852,-0.653389365169424
3,10.21875,0.685392533759953,-0.66628474804938
3,10.23,0.672707111544985,-0.678934562905914
3,10.24125,0.659795767741383,-0.691334835177761
3,10.2525,0.646663552980694,-0.703481689542468
3,10.26375,0.633315584979028,-0.71537135119519
3,10.275,0.619757046765805,-0.727000147109245
3,10.28625,0.605993184883222,-0.738364507277681
3,10.2975,0.592029307555956,-0.749460965934951
3,10.30875,0.577870782830672,-0.760286162757727
3,10.32,0.563523036684824,-0.770836844043936
3,10.33125,0.548991551104441,-0.781109863868916
3,10.3425,0.534281862130476,-0.791102185217624
3,10.35375,0.519399557873403,-0.800810881091784
3,10.365,0.504350276495868,-0.810233135590712
3,10.37625,0.489139704163045,-0.819366244964689
3,10.3875,0.473773572960668,-0.828207618639502
3,10.39875,0.458257658780525,-0.836754780210899
3,10.41,0.442597779173377,-0.845005368407598
3,10.42125,0.426799791169385,-0.852957138021382
3,10.4325,0.410869589065985,-0.860607960802963
3,10.44375,0.39481310218348,-0.86795582632204
3,10.455,0.378636292588446,-0.874998842790144
3,10.46625,0.362345152785298,-0.881735237844709
3,10.4775,0.345945703376354,-0.888163359292827
3,10.48875,0.329443990690778,-0.894281675813174
3,10.5,0.312846084382991,-0.900088777614476
3.25,6,-0.0567110285704927,3.86985488361251e-17
3.25,6.01125,-0.0589694129728323,-1.70900285535079e-05
3.25,6.0225,-0.061361766228344,-3.41920422783441e-05
3.25,6.03375,-0.0638983577878608,-5.09749271825087e-05
3.25,6.045,-0.0665904871177123,-6.70993005452509e-05
3.25,6.05625,-0.0694506219764971,-8.22220807069185e-05
3.25,6.0675,-0.0724925603089227,-9.60020171528105e-05
3.25,6.07875,-0.0757316205748485,-0.000108106266835969
3.25,6.09,-0.07918486646741,-0.000118218089475466
3.25,6.10125,-0.0828713734165511,-0.000126045711941345
3.25,6.1125,-0.0868125461183911,-0.000131332376576211
3.25,6.12375,-0.091032498705325,-0.000133867536375767
3.25,6.135,-0.0955585122526579,-0.000133499086340677
3.25,6.14625,-0.100421588348492,-0.000130146418983533
3.25,6.1575,-0.105657122774868,-0.000123813955721153
3.25,6.16875,-0.111305730441517,-0.000114604626511955
3.25,6.18,-0.117414262268833,-0.000102732538693137
3.25,6.19125,-0.124037067735509,-8.85337836887289e-05
3.25,6.2025,-0.131237574763649,-7.24739698431548e-05
3.25,6.21375,-0.13909028371542,-5.51506381658887e-05
3.25,6.225,-0.147683307872292,-3.72882214019253e-05
3.25,6.23625,-0.157121644043632,-1.97226687588636e-05
3.25,6.2475,-0.167531432074127,-3.3723318789984e-06
3.25,6.25875,-0.1790655741235,1.08087042982225e-05
3.25,6.27,-0.19191125526908,2.18987737910216e-05
3.25,6.28125,-0.206300172587484,2.91016888471581e-05
3.25,6.2925,-0.222522703258087,3.18664952888922e-05
3.25,6.30375,-0.240947935272137,3.00321371563428e-05
3.25,6.315,-0.262052652743491,2.39885023593264e-05
3.25,6.32625,-0.28646440396921,1.48336569682908e-05
3.25,6.3375,-0.315027464407868,4.48816808050364e-06
3.25,6.34875,-0.348907465454153,-4.30133737439738e-06
3.25,6.36,-0.389764278813637,-8.17753338658676e-06
3.25,6.37125,-0.44005185960106,-3.76405010081755e-06
3.25,6.3825,-0.50356960421397,1.1166948795095e-05
3.25,6.39375,-0.58655232488985,3.57672381495847e-05
3.25,6.405,-0.700033902102202,6.34522484241978e-05
3.25,6.41625,-0.86564585064202,7.92936066351111e-05
3.25,6.4275,-1.13255472712798,6.04877090747825e-05
3.25,6.43875,-1.64235865877096,-9.99928255266191e-06
3.25,6.45,-3.04282433999459,-6.20873819368258e-05
3.25,6.46125,-28.439292394983,0.0108402153911005
3.25,6.4725,3.51501261628052,-8.05448733714156e-05
3.25,6.48375,1.52177319323006,0.00084041004458268
3.25,6.495,0.870139950123669,0.00150015142062926
3.25,6.50625,0.487370765026899,-0.00379526389583037
3.25,6.5175,0.0971494233655208,0.109142416113572
3.25,6.52875,0.0241631587151956,0.407704135902647
3.25,6.54,0.0674006727591137,0.527424626208334
3.25,6.55125,0.111116338442402,0.597495208056609
3.25,6.5625,0.16021801692194,0.642039102770433
3.25,6.57375,0.211054276662923,0.668687123179269
3.25,6.585,0.261459898055512,0.683064509451271
3.25,6.59625,0.310813550153036,0.688668379941961
3.25,6.6075,0.358927093042324,0.687484140656058
3.25,6.61875,0.405614927487235,0.680705289612446
3.25,6.63,0.450645106612105,0.669167076603911
3.25,6.64125,0.493788863603307,0.653543468846222
3.25,6.6525,0.534863227186049,0.6344182008368
3.25,6.66375,0.573747000567301,0.612303819500524
3.25,6.675,0.610377057893369,0.587645382725598
3.25,6.68625,0.644735448780595,0.560823232966349
3.25,6.6975,0.676834752265819,0.532158591815539
3.25,6.70875,0.706705517778224,0.50192157815079
3.25,6.72,0.734387103950656,0.470340209270583
3.25,6.73125,0.759921842018306,0.437609112286613
3.25,6.7425,0.783351865250224,0.403897157616763
3.25,6.75375,0.804717815433858,0.3693536734149
3.25,6.765,0.824058722035333,0.334113210403859
3.25,6.77625,0.84141250935475,0.298299004715095
3.25,6.7875,0.856816751223319,0.262025366297585
3.25,6.79875,0.870309431992077,0.225399237705468
3.25,6.81,0.881929578664208,0.188521150110425
3.25,6.82125,0.891717703820268,0.151485768838653
3.25,6.8325,0.899716047950476,0.114382181109911
3.25,6.84375,0.905968639087175,0.0772940404595961
3.25,6.855,0.9105212027723,0.0402996488086125
3.25,6.86625,0.913420960931976,0.00347202957191927
3.25,6.8775,0.914716357649973,-0.0331209763281415
3.25,6.88875,0.914456745696772,-0.069416575664628
3.25,6.9,0.912692061789534,-0.105356844693686
3.25,6.91125,0.909472512145631,-0.140888510290846
3.25,6.9225,0.904848283717896,-0.175962697598054
3.25,6.93375,0.898869291005738,-0.210534653513386
3.25,6.945,0.891584963734669,-0.244563455946645
3.25,6.95625,0.883044077046195,-0.278011718303355
3.25,6.9675,0.873294623097665,-0.310845297557187
3.25,6.97875,0.862383721043647,-0.343033012833242
3.25,6.99,0.850357561131074,-0.374546379870496
3.25,7.00125,0.837261377960357,-0.405359365210083
3.25,7.0125,0.82313944771946,-0.435448162560262
3.25,7.02375,0.808035104275327,-0.464790992571594
3.25,7.035,0.791990769311275,-0.49336792623911
3.25,7.04625,0.775047992151635,-0.521160731335625
3.25,7.0575,0.757247495452851,-0.548152740659617
3.25,7.06875,0.738629223515944,-0.574328740435065
3.25,7.08,0.719232390552585,-0.599674876905832
3.25,7.09125,0.699095526791124,-0.624178579000384
3.25,7.1025,0.678256520822762,-0.647828494880938
3.25,7.11375,0.656752657051141,-0.670614440212081
3.25,7.125,0.634620647515793,-0.692527356069766
3.25,7.13625,0.611896657708954,-0.713559274543779
3.25,7.1475,0.588616326297628,-0.733703290252332
3.25,7.15875,0.564814778900618,-0.752953536173562
3.25,7.17,0.540526636257979,-0.771305162395677
3.25,7.18125,0.515786017271972,-0.788754316587807
3.25,7.1925,0.490626537499757,-0.805298125190175
3.25,7.20375,0.465081303743329,-0.820934674511079
3.25,7.215,0.439182905416631,-0.835662991095345
3.25,7.22625,0.412963403378545,-0.84948302089191
3.25,7.2375,0.386454316907667,-0.862395606895298
3.25,7.24875,0.359686609464618,-0.874402465066482
3.25,7.26,0.332690673844375,-0.885506158451898
3.25,7.27125,0.305496317267582,-0.895710069516036
3.25,7.2825,0.278132746899335,-0.905018370783132
3.25,7.29375,0.250628556219268,-0.913435993947993
3.25,7.305,0.223011712600009,-0.920968597665977
3.25,7.31625,0.195309546384215,-0.927622534268577
3.25,7.3275,0.167548741685073,-0.933404815675536
3.25,7.33875,0.139755329072666,-0.938323078787928
3.25,7.35,0.11195468025013,-0.942385550650728
3.25,7.36125,0.0841715047692794,-0.945601013669464
3.25,7.3725,0.0564298487868064,-0.947978771154652
3.25,7.38375,0.0287530958188513,-0.9495286134513
3.25,7.395,0.0011639694140988,-0.950260784889922
3.25,7.40625,-0.0263154623661914,-0.950185951771315
3.25,7.4175,-0.0536637807989359,-0.949315171570687
3.25,7.42875,-0.0808602088393198,-0.9476598635187
3.25,7.44,-0.10788460212429,-0.945231780688059
3.25,7.45125,-0.134717438824103,-0.942042983685405
3.25,7.4625,-0.161339808533089,-0.938105816019831
3.25,7.47375,-0.187733400392793,-0.933432881191905
3.25,7.485,-0.213880490639285,-0.92803702152103
3.25,7.49625,-0.239763929761964,-0.921931298704592
3.25,7.5075,-0.26536712945365,-0.9151289760799
3.25,7.51875,-0.29067404952209,-0.907643502539631
3.25,7.53,-0.315669184921513,-0.899488498033265
3.25,7.54125,-0.340337553049313,-0.890677740571309
3.25,7.5525,-0.364664681438824,-0.881225154635427
3.25,7.56375,-0.38863659596354,-0.871144800886487
3.25,7.575,-0.412239809652444,-0.860450867053407
3.25,7.58625,-0.435461312199531,-0.849157659879015
3.25,7.5975,-0.458288560234646,-0.837279597994231
3.25,7.60875,-0.480709468406259,-0.824831205589233
3.25,7.62,-0.50271240131105,-0.811827106749319
3.25,7.63125,-0.52428616628987,-0.798282020323942
3.25,7.6425,-0.54542000709478,-0.784210755199898
3.25,7.65375,-0.566103598418109,-0.769628205853337
3.25,7.665,-0.586327041261174,-0.754549348060667
3.25,7.67625,-0.606080859108437,-0.738989234654503
3.25,7.6875,-0.625355994861662,-0.72296299121833
3.25,7.69875,-0.644143808478616,-0.706485811621841
3.25,7.71,-0.662436075252217,-0.68957295330773
3.25,7.72125,-0.680224984658134,-0.672239732250547
3.25,7.7325,-0.697503139692435,-0.654501517518321
3.25,7.74375,-0.714263556615619,-0.63637372537797
