"high_res [mm]","Freq [GHz]","re(S(2 1)) []","im(S(2 1)) []"
3.25,7.755,-0.730499665015179,-0.617871812896516
3.25,7.76625,-0.746205308095835,-0.599011271000774
3.25,7.7775,-0.761374743104936,-0.579807616969206
3.25,7.78875,-0.776002641799665,-0.560276386340284
3.25,7.8,-0.790084090863139,-0.540433124232484
3.25,7.81125,-0.803614592177976,-0.520293376081139
3.25,7.8225,-0.816590062868187,-0.499872677807472
3.25,7.83375,-0.82900683502365,-0.479186545444564
3.25,7.845,-0.840861655025589,-0.458250464253869
3.25,7.85625,-0.852151682396426,-0.437079877374396
3.25,7.8675,-0.862874488103022,-0.415690174054212
3.25,7.87875,-0.873028052248701,-0.394096677521001
3.25,7.89,-0.882610761096214,-0.372314632554539
3.25,7.90125,-0.891621403371153,-0.350359192829516
3.25,7.9125,-0.90005916580302,-0.328245408101571
3.25,7.92375,-0.907923627869158,-0.305988211313372
3.25,7.935,-0.915214755714886,-0.28360240570045
3.25,7.94625,-0.921932895231545,-0.26110265197854
3.25,7.9575,-0.928078764282525,-0.238503455695614
3.25,7.96875,-0.933653444075571,-0.21581915483216
3.25,7.98,-0.938658369687981,-0.193063907732973
3.25,7.99125,-0.94309531975922,-0.170251681452687
3.25,8.0025,-0.94696640537323,-0.147396240595431
3.25,8.01375,-0.950274058160221,-0.124511136726645
3.25,8.025,-0.95302101765472,-0.101609698431953
3.25,8.03625,-0.955210317953279,-0.078705022094245
3.25,8.0475,-0.956845273721516,-0.0558099634563005
3.25,8.05875,-0.957929465605786,-0.0329371300311954
3.25,8.07,-0.958466725109919,-0.0100988744182981
3.25,8.08125,-0.958461119002224,0.0126927114231636
3.25,8.0925,-0.957916933321889,0.0354258008962016
3.25,8.10375,-0.956838657057559,0.0580888364430369
3.25,8.115,-0.955230965573859,0.0806705321419621
3.25,8.12625,-0.953098703863992,0.103159875195264
3.25,8.1375,-0.950446869708606,0.125546126285258
3.25,8.14875,-0.947280596822444,0.147818818781705
3.25,8.16,-0.943605138071412,0.169967756789594
3.25,8.17125,-0.939425848842978,0.191983012032528
3.25,8.1825,-0.934748170653284,0.213854919572243
3.25,8.19375,-0.929577615073694,0.23557407237081
3.25,8.205,-0.923919748059385,0.257131314707088
3.25,8.21625,-0.917780174761263,0.278517734464483
3.25,8.2275,-0.911164524901781,0.299724654311903
3.25,8.23875,-0.904078438793634,0.320743621804647
3.25,8.25,-0.896527554079015,0.341566398436454
3.25,8.26125,-0.888458469029152,0.362085912526591
3.25,8.2725,-0.879935814195847,0.382373883924988
3.25,8.28375,-0.870966720114525,0.402421150860548
3.25,8.295,-0.861558460820217,0.422218763836813
3.25,8.30625,-0.851718448125845,0.441757986387288
3.25,8.3175,-0.841454225886932,0.46103029575422
3.25,8.32875,-0.830773464237709,0.480027383491241
3.25,8.34,-0.819683953780749,0.498741155990174
3.25,8.35125,-0.808193599708878,0.517163734931761
3.25,8.3625,-0.796310415833563,0.53528745765983
3.25,8.37375,-0.784042518488416,0.55310487747786
3.25,8.385,-0.771398120269027,0.570608763866423
3.25,8.39625,-0.758385523560999,0.587792102619256
3.25,8.4075,-0.74501311379552,0.604648095895085
3.25,8.41875,-0.731289352355846,0.621170162181061
3.25,8.43,-0.717222769036401,0.637351936162595
3.25,8.44125,-0.702821953927857,0.653187268492405
3.25,8.4525,-0.688095548562876,0.668670225449528
3.25,8.46375,-0.673052236105173,0.683795088475662
3.25,8.475,-0.657700730292572,0.698556353572142
3.25,8.48625,-0.642049762745253,0.712948730534641
3.25,8.4975,-0.626108068109934,0.726967141994488
3.25,8.50875,-0.609884366311018,0.740606722223204
3.25,8.52,-0.593387340890336,0.753862815639492
3.25,8.53125,-0.576625611992238,0.766730974931822
3.25,8.5425,-0.559607701914753,0.779206958670943
3.25,8.55375,-0.542341990178512,0.791286728226603
3.25,8.565,-0.524836653555958,0.802966443709093
3.25,8.57625,-0.507099584098503,0.814242458505475
3.25,8.5875,-0.489138274266207,0.825111311731756
3.25,8.59875,-0.470959651641611,0.835569717499842
3.25,8.61,-0.452569834185653,0.845614549154952
3.25,8.62125,-0.433973756177794,0.855242815280829
3.25,8.6325,-0.415174575730751,0.864451621673285
3.25,8.64375,-0.396172696960176,0.873238108253152
3.25,8.655,-0.376964076279001,0.881599338689335
3.25,8.66625,-0.357537113073908,0.889532094669355
3.25,8.6775,-0.337866516543985,0.897032461487994
3.25,8.68875,-0.317900048055566,0.904094906595646
3.25,8.7,-0.297526156309831,0.910709942411164
3.25,8.71125,-0.276480206754033,0.916856979068346
3.25,8.7225,-0.253990507241,0.922475003216007
3.25,8.73375,-0.226597287098109,0.927251222121089
3.25,8.745,-0.106547836051581,0.912939180735582
3.25,8.75625,-0.226037239238213,0.93855608964503
3.25,8.7675,-0.193648535787388,0.942392714889029
3.25,8.77875,-0.169934554337916,0.945910317192135
3.25,8.79,-0.148084639301276,0.949054978271732
3.25,8.80125,-0.126925012500066,0.951795197274651
3.25,8.8125,-0.106092206196779,0.954118836788959
3.25,8.82375,-0.0854406127188332,0.956020773535946
3.25,8.835,-0.0649034876017296,0.957498880463103
3.25,8.84625,-0.0444483033819543,0.958552528242395
3.25,8.8575,-0.0240593279803978,0.959181945732031
3.25,8.86875,-0.00372984549854768,0.959387916040199
3.25,8.88,0.0165416818436908,0.959171619060347
3.25,8.89125,0.0367536593954826,0.958534543840228
3.25,8.9025,0.0569025199877111,0.957478436712723
3.25,8.91375,0.0769834158975611,0.956005268848359
3.25,8.925,0.0969906496516135,0.954117214885241
3.25,8.93625,0.116917952210642,0.95181663814399
3.25,8.9475,0.136758668401687,0.949106079897665
3.25,8.95875,0.156505884040592,0.945988251215387
3.25,8.97,0.176152515298823,0.942466026482656
3.25,8.98125,0.195691372977817,0.938542438038809
3.25,8.9925,0.215115209715223,0.934220671573374
3.25,9.00375,0.234416755336673,0.929504062046581
3.25,9.015,0.253588743817091,0.924396089977015
3.25,9.02625,0.272623934199897,0.918900377989465
3.25,9.0375,0.291515127095462,0.913020687548943
3.25,9.04875,0.310255177896893,0.90676091582886
3.25,9.06,0.328837007524276,0.900125092676391
3.25,9.07125,0.347253611283523,0.89311737764845
3.25,9.0825,0.36549806626891,0.88574205709898
3.25,9.09375,0.383563537627141,0.878003541303482
3.25,9.105,0.401443283920962,0.86990636161041
3.25,9.11625,0.419130661772488,0.861455167611805
3.25,9.1275,0.436619129923815,0.852654724327529
3.25,9.13875,0.453902252821046,0.843509909398952
3.25,9.15,0.47097370380418,0.834025710289045
3.25,9.16125,0.487827267967531,0.824207221486678
3.25,9.1725,0.504456844741702,0.814059641713559
3.25,9.18375,0.520856450237753,0.80358827113273
3.25,9.195,0.537020219386067,0.792798508557902
3.25,9.20625,0.552942407896146,0.78169584866323
3.25,9.2175,0.568617394058625,0.770285879193303
3.25,9.22875,0.584039680406868,0.758574278173347
3.25,9.24,0.599203895252431,0.746566811119728
3.25,9.25125,0.614104794106188,0.734269328250982
3.25,9.2625,0.628737260994898,0.721687761699665
3.25,9.27375,0.643096309681429,0.708828122725376
3.25,9.285,0.657177084795499,0.695696498929359
3.25,9.29625,0.670974862880761,0.682299051471139
3.25,9.3075,0.684485053363162,0.668642012287654
3.25,9.31875,0.697703199444797,0.654731681315378
3.25,9.33,0.710624978926884,0.640574423715973
3.25,9.34125,0.723246204964985,0.626176667105955
3.25,9.3525,0.735562826759174,0.611544898790947
3.25,9.36375,0.747570930181545,0.596685663005045
3.25,9.375,0.759266738343126,0.581605558155837
3.25,9.38625,0.77064661210203,0.566311234075631
3.25,9.3975,0.781707050514471,0.550809389279465
3.25,9.40875,0.792444691230109,0.535106768230409
3.25,9.42,0.802856310833009,0.51921015861276
3.25,9.43125,0.812938825129398,0.50312638861364
3.25,9.4425,0.822689289383285,0.4868623242136
3.25,9.45375,0.832104898500907,0.470424866486756
3.25,9.465,0.841182987164921,0.453820948910982
3.25,9.47625,0.849921029919109,0.43705753468881
3.25,9.4875,0.858316641204435,0.420141614079477
3.25,9.49875,0.866367575347086,0.40308020174277
3.25,9.51,0.874071726499233,0.385880334095163
3.25,9.52125,0.881427128533112,0.368549066678826
3.25,9.5325,0.888431954889007,0.351093471544085
3.25,9.54375,0.895084518377754,0.333520634645835
3.25,9.555,0.90138327093826,0.315837653254542
3.25,9.56625,0.907326803350611,0.298051633382321
3.25,9.5775,0.912913844905261,0.280169687224691
3.25,9.58875,0.918143263028786,0.262198930618584
3.25,9.6,0.923014062866735,0.244146480517115
3.25,9.61125,0.927525386824006,0.226019452481766
3.25,9.6225,0.931676514063273,0.207824958192446
3.25,9.63375,0.935466859961886,0.189570102976097
3.25,9.645,0.938895975527761,0.171261983354345
3.25,9.65625,0.941963546774684,0.152907684610771
3.25,9.6675,0.944669394057527,0.134514278378436
3.25,9.67875,0.947013471367844,0.116088820248138
3.25,9.69,0.948995865590301,0.0976383473980316
3.25,9.70125,0.950616795720455,0.0791698762451758
3.25,9.7125,0.951876612044335,0.0606904001195325
3.25,9.72375,0.952775795280341,0.0422068869610539
3.25,9.735,0.953314955683955,0.0237262770403431
3.25,9.74625,0.953494832115761,0.00525548070353187
3.25,9.7575,0.953316291073322,-0.0131986238581379
3.25,9.76875,0.952780325687416,-0.0316291928134437
3.25,9.78,0.951888054683186,-0.0500294188704377
3.25,9.79125,0.950640721306748,-0.0683925334293712
3.25,9.8025,0.949039692217838,-0.0867118087086395
3.25,9.81375,0.947086456349045,-0.104980559843302
3.25,9.825,0.944782623732241,-0.123192146955623
3.25,9.83625,0.942129924292815,-0.141339977197078
3.25,9.8475,0.939130206612291,-0.159417506761397
3.25,9.85875,0.935785436660002,-0.177418242868055
3.25,9.87,0.932097696494436,-0.195335745715786
3.25,9.88125,0.928069182934898,-0.213163630405641
3.25,9.8925,0.923702206204195,-0.230895568833072
3.25,9.90375,0.91899918854299,-0.248525291548651
3.25,9.915,0.913962662796524,-0.266046589586948
3.25,9.92625,0.908595270974443,-0.283453316263162
3.25,9.9375,0.902899762784402,-0.300739388937112
3.25,9.94875,0.896878994140221,-0.317898790744137
3.25,9.96,0.890535925645327,-0.334925572292629
3.25,9.97125,0.883873621052206,-0.351813853327734
3.25,9.9825,0.876895245698687,-0.36855782436097
3.25,9.99375,0.869604064921775,-0.385151748265424
3.25,10.005,0.86200344244988,-0.401589961836177
3.25,10.01625,0.854096838774177,-0.417866877315779
3.25,10.0275,0.845887809499959,-0.43397698388442
3.25,10.03875,0.837380003678743,-0.449914849114642
3.25,10.05,0.828577162121976,-0.465675120390355
3.25,10.06125,0.81948311569718,-0.481252526289934
3.25,10.0725,0.810101783607305,-0.496641877933332
3.25,10.08375,0.800437171654203,-0.511838070292951
3.25,10.095,0.790493370486984,-0.526836083468289
3.25,10.10625,0.780274553836152,-0.541630983924138
3.25,10.1175,0.769784976734314,-0.556217925692411
3.25,10.12875,0.759028973724324,-0.57059215153747
3.25,10.14,0.748010957055712,-0.58474899408496
3.25,10.15125,0.736735414870181,-0.598683876914227
3.25,10.1625,0.725206909377077,-0.612392315614272
3.25,10.17375,0.713430075019588,-0.625869918803406
3.25,10.185,0.701409616632532,-0.639112389112644
3.25,10.19625,0.689150307592556,-0.652115524132951
3.25,10.2075,0.676656987961497,-0.664875217326585
3.25,10.21875,0.663934562623771,-0.677387458902582
3.25,10.23,0.65098799941852,-0.689648336656693
3.25,10.24125,0.6378223272673,-0.701654036775959
3.25,10.2525,0.624442634298108,-0.713400844608156
3.25,10.26375,0.610854065966414,-0.724885145396455
3.25,10.275,0.597061823174019,-0.736103424979517
3.25,10.28625,0.583071160386372,-0.747052270457419
3.25,10.2975,0.568887383749068,-0.757728370823737
3.25,10.30875,0.554515849204243,-0.76812851756412
3.25,10.32,0.539961960607416,-0.778249605221832
3.25,10.33125,0.525231167845537,-0.788088631930585
3.25,10.3425,0.510328964956747,-0.797642699915154
3.25,10.35375,0.495260888252465,-0.806909015960229
3.25,10.365,0.480032514442428,-0.815884891847921
3.25,10.37625,0.464649458763084,-0.824567744764476
3.25,10.3875,0.449117373109995,-0.832955097676648
3.25,10.39875,0.433441944174629,-0.84104457967827
3.25,10.41,0.417628891586003,-0.848833926307573
3.25,10.42125,0.401683966057683,-0.856320979835723
3.25,10.4325,0.38561294754041,-0.863503689527236
3.25,10.44375,0.369421643380835,-0.870380111872712
3.25,10.455,0.3531158864866,-0.876948410794564
3.25,10.46625,0.336701533498115,-0.88320685782624
3.25,10.4775,0.320184462967316,-0.889153832265541
3.25,10.48875,0.303570573543572,-0.894787821302651
3.25,10.5,0.286865782167029,-0.900107420123384
3.5,6,-0.0578157137484015,0
3.5,6.01125,-0.0601598295497756,-1.21934572241396e-07
3.5,6.0225,-0.0626407873364624,-3.17140851715853e-07
3.5,6.03375,-0.0652694738904754,-5.46231635249059e-07
3.5,6.045,-0.068057922242969,-7.71898774887237e-07
3.5,6.05625,-0.0710194672170836,-9.59918624102518e-07
3.5,6.0675,-0.0741689271656284,-1.08024424986662e-06
3.5,6.07875,-0.0775228172063053,-1.10816608052817e-06
3.5,6.09,-0.081099600522676,-1.0255130664945e-06
3.5,6.10125,-0.0849199859165169,-8.21854431469836e-07
3.5,6.1125,-0.0890072818797687,-4.95647395377453e-07
3.5,6.12375,-0.0933878201565311,-5.52585983929075e-08
3.5,6.135,-0.0980914653011263,4.80233734305177e-07
3.5,6.14625,-0.103152231405103,1.08057337561419e-06
3.5,6.1575,-0.108609033384455,1.70433767009614e-06
3.5,6.16875,-0.114506608587907,2.29959590409688e-06
3.5,6.18,-0.12089665587394,2.80540818103894e-06
3.5,6.19125,-0.127839254975827,3.15437754585895e-06
3.5,6.2025,-0.135404650811453,3.27647463517647e-06
3.5,6.21375,-0.14367551823248,3.10433803656655e-06
3.5,6.225,-0.152749866886082,2.5801998646765e-06
3.5,6.23625,-0.162744810146814,1.66447341329571e-06
3.5,6.2475,-0.173801517212534,3.4583852427583e-07
3.5,6.25875,-0.186091810876374,-1.34766880353074e-06
3.5,6.27,-0.19982709410804,-3.33756227297264e-06
3.5,6.28125,-0.215270635612096,-5.48554567639649e-06
3.5,6.2925,-0.232754804069313,-7.588651120417e-06
3.5,6.30375,-0.252705768162546,-9.38296788964464e-06
3.5,6.315,-0.275679764992966,-1.056161871674e-05
3.5,6.32625,-0.302417847127521,-1.08141543636022e-05
3.5,6.3375,-0.3339311945094,-9.89526437009496e-06
3.5,6.34875,-0.371639074511036,-7.72899851573821e-06
3.5,6.36,-0.417601924879408,-4.54718573684361e-06
3.5,6.37125,-0.474936416976565,-1.04087566354299e-06
3.5,6.3825,-0.548603860347933,1.54069289752453e-06
3.5,6.39375,-0.647034590793619,1.49911694808661e-06
3.5,6.405,-0.785848895260179,-2.6697875709873e-06
3.5,6.41625,-0.997709016398922,-1.04645284584238e-05
3.5,6.4275,-1.36459271700755,-1.52161277404695e-05
3.5,6.43875,-2.16859930977382,4.70072788475813e-06
3.5,6.45,-5.47310031697076,8.50212482266635e-05
3.5,6.46125,9.1047933373081,-0.000864834556511498
3.5,6.4725,2.3265300146908,0.000158927727849034
3.5,6.48375,1.24298323761856,0.000441984605261229
3.5,6.495,0.766732074084668,0.000116294752658766
3.5,6.50625,0.448965970482706,0.00261082257684314
3.5,6.5175,0.13006854019534,0.0767152465758204
3.5,6.52875,-0.0180279323341556,0.37989560493988
3.5,6.54,0.0704547626468735,0.52650696333222
3.5,6.55125,0.124973925781597,0.580536251268253
3.5,6.5625,0.170909739392136,0.620112234892082
3.5,6.57375,0.220105357627326,0.64734133564508
3.5,6.585,0.270760807620518,0.662375454535909
3.5,6.59625,0.320482913427337,0.667665362934932
3.5,6.6075,0.368316080793638,0.665733368496823
3.5,6.61875,0.41412699467921,0.658329646441377
3.5,6.63,0.457995683083201,0.646513514688081
3.5,6.64125,0.499962745030466,0.630935789162665
3.5,6.6525,0.539988007625382,0.612055449906962
3.5,6.66375,0.577983915610732,0.590256220150741
3.5,6.675,0.613856904909092,0.565893330799581
3.5,6.68625,0.647534669588584,0.539303842986988
3.5,6.6975,0.678977363404566,0.510802807403674
3.5,6.70875,0.708177445498841,0.480677009315976
3.5,6.72,0.735153586693275,0.449181090540844
3.5,6.73125,0.759942698340691,0.416537061468213
3.5,6.7425,0.782592488387983,0.382936558776782
3.5,6.75375,0.803155635707264,0.348544738962954
3.5,6.765,0.821685830507601,0.31350479231458
3.5,6.77625,0.838235479113783,0.277942349784776
3.5,6.7875,0.852854689902267,0.241969354341928
3.5,6.79875,0.865591132450471,0.205687206856695
3.5,6.81,0.876490414749703,0.169189159358605
3.5,6.82125,0.885596704505293,0.132562024987842
3.5,6.8325,0.892953403151769,0.0958873209739226
3.5,6.84375,0.898603752602665,0.0592419748216647
3.5,6.855,0.902591310611937,0.0226987176736874
3.5,6.86625,0.904960270987394,-0.0136737279987221
3.5,6.8775,0.905755631796037,-0.0498105803188606
3.5,6.88875,0.905023230835123,-0.0856509849090561
3.5,6.9,0.902809675704554,-0.121138011646182
3.5,6.91125,0.899162198184205,-0.156218632615845
3.5,6.9225,0.894128461250498,-0.190843665704371
3.5,6.93375,0.887756343482882,-0.224967678067672
3.5,6.945,0.880093720944026,-0.258548850574973
3.5,6.95625,0.871188261661804,-0.291548808714036
3.5,6.9675,0.861087243120669,-0.323932427867095
3.5,6.97875,0.849837398997122,-0.355667621804554
3.5,6.99,0.837484797904465,-0.386725123124229
3.5,7.00125,0.824074754190395,-0.417078263547703
3.5,7.0125,0.809651768828571,-0.446702760759901
3.5,7.02375,0.79425949708859,-0.47557651706325
3.5,7.035,0.777940738861601,-0.503679433673806
3.5,7.04625,0.760737447157674,-0.53099324312248
3.5,7.0575,0.742690750274766,-0.557501361007719
3.5,7.06875,0.723840983375842,-0.583188757314538
3.5,7.08,0.704227725620701,-0.608041846681119
3.5,7.09125,0.683889839515564,-0.632048396357121
3.5,7.1025,0.662865509713447,-0.655197450142912
3.5,7.11375,0.641192279080304,-0.677479266307679
3.5,7.125,0.618907080405414,-0.698885267333176
3.5,7.13625,0.596046262657724,-0.719407999295373
3.5,7.1475,0.572645611159021,-0.739041098755198
3.5,7.15875,0.548740361451166,-0.757779265160249
3.5,7.17,0.524365206975083,-0.775618236942087
3.5,7.18125,0.499554300953229,-0.792554769711607
3.5,7.1925,0.474341253077682,-0.808586615193224
3.5,7.20375,0.448759121757001,-0.823712499784594
3.5,7.215,0.42284040277194,-0.83793210187301
3.5,7.22625,0.396617015239779,-0.851246027273716
3.5,7.2375,0.370120285795459,-0.863655782373674
3.5,7.24875,0.343380931871941,-0.875163744762366
3.5,7.26,0.316429044908811,-0.885773131305729
3.5,7.27125,0.289294074243197,-0.895487963769047
3.5,7.2825,0.262004812346159,-0.904313032218771
3.5,7.29375,0.234589381966547,-0.912253856531885
3.5,7.305,0.207075225637158,-0.919316646415791
3.5,7.31625,0.179489097888842,-0.925508260393023
3.5,7.3275,0.151857060410808,-0.930836164235405
3.5,7.33875,0.124204480292336,-0.935308389343563
3.5,7.35,0.0965560313845148,-0.938933491562512
3.5,7.36125,0.0689356987325383,-0.941720510904612
3.5,7.3725,0.041366785950692,-0.94367893261979
3.5,7.38375,0.0138719253437974,-0.944818650012365
3.5,7.395,-0.0135269094782703,-0.945149929355606
3.5,7.40625,-0.0408083887930017,-0.944683377202001
3.5,7.4175,-0.0679518101003101,-0.943429910330527
3.5,7.42875,-0.0949370799614258,-0.941400728513901
3.5,7.44,-0.121744694718654,-0.93860729023024
3.5,7.45125,-0.148355720479551,-0.935061291386036
3.5,7.4625,-0.17475177274786,-0.930774647061914
3.5,7.47375,-0.200914996074333,-0.925759476240186
3.5,7.485,-0.226828044085338,-0.920028089424422
3.5,7.49625,-0.252474060225945,-0.913592979016657
3.5,7.5075,-0.277836659528304,-0.906466812277882
3.5,7.51875,-0.302899911686185,-0.898662426662376
3.5,7.53,-0.327648325683548,-0.890192827286356
3.5,7.54125,-0.352066836189348,-0.881071186266557
3.5,7.5525,-0.376140791893482,-0.871310843644551
3.5,7.56375,-0.399855945920423,-0.860925309597854
3.5,7.575,-0.423198448417953,-0.849928267629219
3.5,7.58625,-0.44615484137954,-0.838333578420403
3.5,7.5975,-0.468712055720359,-0.82615528403652
3.5,7.60875,-0.490857410589527,-0.813407612170887
3.5,7.62,-0.512578614864841,-0.80010498012864
3.5,7.63125,-0.533863770742093,-0.786261998259219
3.5,7.6425,-0.554701379298597,-0.771893472563499
3.5,7.65375,-0.575080347880775,-0.757014406220126
3.5,7.665,-0.594989999138334,-0.741639999797382
3.5,7.67625,-0.614420081503381,-0.725785649941258
3.5,7.6875,-0.633360780891561,-0.709466946357005
3.5,7.69875,-0.651802733384433,-0.6926996669299
3.5,7.71,-0.669737038637922,-0.675499770860867
3.5,7.72125,-0.687155273750726,-0.657883389723696
3.5,7.7325,-0.704049507319215,-0.639866816382337
3.5,7.74375,-0.720412313401766,-0.621466491738808
3.5,7.755,-0.736236785115329,-0.60269898931413
3.5,7.76625,-0.751516547590384,-0.583580997696389
3.5,7.7775,-0.76624577001748,-0.564129300920364
3.5,7.78875,-0.780419176528529,-0.544360756872704
3.5,7.8,-0.794032055669314,-0.524292273844335
3.5,7.81125,-0.807080268235785,-0.50394078537759
3.5,7.8225,-0.819560253265289,-0.483323223579174
3.5,7.83375,-0.831469031994903,-0.462456491091325
3.5,7.845,-0.842804209621907,-0.441357431931792
3.5,7.85625,-0.853563974725956,-0.420042801428991
3.5,7.8675,-0.863747096238179,-0.398529235491143
3.5,7.87875,-0.873352917869144,-0.376833219457787
3.5,7.89,-0.882381349934545,-0.354971056788247
3.5,7.90125,-0.890832858544684,-0.332958837845149
3.5,7.9125,-0.898708452150608,-0.310812409030991
3.5,7.92375,-0.906009665466014,-0.288547342533329
3.5,7.935,-0.912738540809142,-0.266178906928597
3.5,7.94625,-0.918897606932882,-0.243722038886449
3.5,7.9575,-0.924489855433616,-0.221191316206368
3.5,7.96875,-0.929518714849852,-0.198600932405718
3.5,7.98,-0.933988022580258,-0.175964673064285
3.5,7.99125,-0.937901994767146,-0.153295894114733
3.5,8.0025,-0.94126519430546,-0.130607502251569
3.5,8.01375,-0.944082497149296,-0.107911937613671
3.5,8.025,-0.946359057097308,-0.0852211588773188
3.5,8.03625,-0.94810026924564,-0.0625466308783351
3.5,8.0475,-0.949311732301844,-0.0398993148640833
3.5,8.05875,-0.949999209956114,-0.0172896614579913
3.5,8.07,-0.950168591506908,0.0052723935971986
3.5,8.08125,-0.949825851937037,0.0277774308677632
3.5,8.0925,-0.94897701163371,0.050216545793715
3.5,8.10375,-0.947628095941917,0.0725813443683885
3.5,8.115,-0.945785094735525,0.0948639359232511
3.5,8.12625,-0.943453922184353,0.117056923018794
3.5,8.1375,-0.940640376888912,0.139153388450822
3.5,8.14875,-0.937350102547645,0.161146879388546
3.5,8.16,-0.933588549314446,0.183031388665674
3.5,8.17125,-0.92936093599771,0.204801333249466
3.5,8.1825,-0.924672213245932,0.226451529913784
3.5,8.19375,-0.919527027859669,0.247977168142708
3.5,8.205,-0.913929688365504,0.269373780289212
3.5,8.21625,-0.907884131984893,0.290637209010931
3.5,8.2275,-0.901393893129661,0.311763572000628
3.5,8.23875,-0.894462073556705,0.332749224024017
3.5,8.25,-0.887091314317476,0.353590716271673
3.5,8.26125,-0.878756703207827,0.37387053186598
3.5,8.2725,-0.869973835255063,0.393916725028981
3.5,8.28375,-0.860749832219992,0.413719884375516
3.5,8.295,-0.851091988069245,0.433270829317884
3.5,8.30625,-0.841007761381916,0.452560611395842
3.5,8.3175,-0.830504767880499,0.471580515381467
3.5,8.32875,-0.81959077309,0.490322060170002
3.5,8.34,-0.808273685128408,0.508776999467765
3.5,8.35125,-0.796561547631191,0.526937322287785
3.5,8.3625,-0.784462532811769,0.544795253263779
3.5,8.37375,-0.771984934659527,0.562343252792605
3.5,8.385,-0.759137162276295,0.57957401701518
3.5,8.39625,-0.745927733351875,0.596480477645397
3.5,8.4075,-0.73236526777858,0.613055801656425
3.5,8.41875,-0.718458481404548,0.629293390833243
3.5,8.43,-0.704216179925,0.645186881200102
3.5,8.44125,-0.689647252910497,0.660730142331044
3.5,8.4525,-0.674760667970668,0.675917276551505
3.5,8.46375,-0.659565465051857,0.690742618038387
3.5,8.475,-0.644070750866659,0.705200731825892
3.5,8.48625,-0.628285693453263,0.71928641272379
3.5,8.4975,-0.612219516862141,0.732994684154678
3.5,8.50875,-0.595881495967617,0.746320796916204
3.5,8.52,-0.579280951401529,0.759260227874062
3.5,8.53125,-0.562427244606244,0.771808678591049
3.5,8.5425,-0.545329773003951,0.783962073897301
3.5,8.55375,-0.52799796527932,0.795716560406322
3.5,8.565,-0.510441276772354,0.807068504981209
3.5,8.57625,-0.492669184978272,0.818014493155121
3.5,8.5875,-0.47469118515131,0.828551327509689
3.5,8.59875,-0.456516786009159,0.838676026014836
3.5,8.61,-0.438155505534882,0.848385820333134
3.5,8.62125,-0.419616866873138,0.857678154091547
3.5,8.6325,-0.400910394317538,0.866550681123174
3.5,8.64375,-0.382045609386022,0.875001263681322
3.5,8.655,-0.363032026981229,0.883027970627981
3.5,8.66625,-0.343879151632815,0.890629075598599
3.5,8.6775,-0.324596473818845,0.897803055144754
3.5,8.68875,-0.305193466363398,0.904548586856175
3.5,8.7,-0.285679580907625,0.910864547463332
3.5,8.71125,-0.266064244451637,0.916750010921649
3.5,8.7225,-0.246356855964629,0.922204246478201
3.5,8.73375,-0.226566783060832,0.927226716721627
3.5,8.745,-0.206703358738947,0.931817075615794
3.5,8.75625,-0.186775878182834,0.93597516651766
3.5,8.7675,-0.166793595621381,0.939701020179627
3.5,8.77875,-0.146765721245541,0.942994852736563
3.5,8.79,-0.126701418180719,0.945857063677579
3.5,8.80125,-0.106609799512751,0.948288233802544
3.5,8.8125,-0.0864999253658804,0.95028912316324
3.5,8.82375,-0.0663808000312441,0.951860668988987
3.5,8.835,-0.0462613691445014,0.953003983596513
3.5,8.84625,-0.0261505169113786,0.953720352283765
3.5,8.8575,-0.00605706338001599,0.954011231207342
3.5,8.86875,0.0140102382409022,0.953878245243187
3.5,8.88,0.0340427042190928,0.953323185830119
3.5,8.89125,0.0540317228914674,0.952348008795823
3.5,8.9025,0.0739687572134485,0.95095483216484
3.5,8.91375,0.0938453472653229,0.949145933948146
3.5,8.925,0.113653112716109,0.946923749913882
3.5,8.93625,0.133383755245264,0.944290871338814
3.5,8.9475,0.153029060922471,0.941250042740121
3.5,8.95875,0.172580902545706,0.93780415958712
3.5,8.97,0.19203124193759,0.933956265992567
3.5,8.98125,0.211372132200056,0.929709552383214
3.5,8.9925,0.230595719927235,0.925067353149314
3.5,9.00375,0.249694247376371,0.920033144272826
3.5,9.015,0.268660054596567,0.914610540934109
3.5,9.02625,0.28748558151504,0.908803295096933
3.5,9.0375,0.306163369980532,0.902615293071699
3.5,9.04875,0.324686065763495,0.896050553056791
3.5,9.06,0.343046420512561,0.889113222658061
3.5,9.07125,0.361237293666824,0.881807576386497
3.5,9.0825,0.379251654323404,0.874138013134159
3.5,9.09375,0.397082583059708,0.866109053628565
3.5,9.105,0.414723273709803,0.857725337865751
3.5,9.11625,0.432167035094305,0.848991622522269
3.5,9.1275,0.449407292703114,0.839912778346508
3.5,9.13875,0.4664375903304,0.830493787529698
3.5,9.15,0.483251591661146,0.82073974105711
3.5,9.16125,0.499843081808624,0.810655836039947
3.5,9.1725,0.516205968802135,0.800247373028547
3.5,9.18375,0.532334285024377,0.789519753307517
3.5,9.195,0.548222188597811,0.778478476173526
3.5,9.20625,0.563863964719387,0.767129136196506
3.5,9.2175,0.579254026943052,0.75547742046509
3.5,9.22875,0.59438691840944,0.743529105817142
3.5,9.24,0.609257313022202,0.731290056056319
3.5,9.25125,0.623860016570456,0.718766219155611
3.5,9.2625,0.638189967796852,0.705963624448892
